"","country","scode","year","gdp","population","expectancy","polity2","cinc","meat_con_pc","gini","region"
"1371","Jamaica","JAM",1977,3249697393,2080538,70.583,10,0.0001534,35.49872618,54.75,"Latin America"
"1372","Jamaica","JAM",1978,2644449232,2105664,70.919,10,0.0001561,37.6738853,53.7,"Latin America"
"1373","Jamaica","JAM",1979,2425033998,2132690,71.231,10,0.000149,39.23057324,52.65,"Latin America"
"1374","Jamaica","JAM",1980,2679409453,2163045,71.509,10,0.000146,39.87388535,51.6,"Latin America"
"1375","Jamaica","JAM",1981,2979061412,2197583,71.739,10,0.0001436,39.48216583,50.55,"Latin America"
"1376","Jamaica","JAM",1982,3293533288,2235327,71.92,10,0.0001446,40.28280257,49.5,"Latin America"
"1377","Jamaica","JAM",1983,3619294121,2273666,72.052,10,0.0001595,40.20573259,48.45,"Latin America"
"1378","Jamaica","JAM",1984,2373566957,2308947,72.135,10,0.0001424,40.910828,47.4,"Latin America"
"1379","Jamaica","JAM",1985,2100223150,2338638,72.175,10,0.0001498,40.96687898,46.35,"Latin America"
"1380","Jamaica","JAM",1986,2754566176,2361720,72.179,10,0.0001543,41.07898078,45.3,"Latin America"
"1381","Jamaica","JAM",1987,3286987552,2379279,72.16,10,0.0001471,41.47579619,44.25,"Latin America"
"1382","Jamaica","JAM",1988,3828310735,2393534,72.129,10,0.0001487,41.5089171,43.2,"Latin America"
"1383","Jamaica","JAM",1989,4404970059,2407720,72.096,10,0.0001507,41.44076427,42.15,"Latin America"
"1384","Jamaica","JAM",1990,4592224067,2424242,72.065,10,0.0001556,42.28407654,41.1,"Latin America"
"1385","Jamaica","JAM",1991,4071219198,2443689,72.039,10,0.0001512,42.82038227,39.3,"Latin America"
"1386","Jamaica","JAM",1992,3530892749,2465362,72.015,10,0.0001555,43.82727273,37.5,"Latin America"
"1387","Jamaica","JAM",1993,5405097571,2488782,71.996,9,0.0001583,43.95280904,35.7,"Latin America"
"1388","Jamaica","JAM",1994,5419134875,2513049,71.986,9,0.0001677,43.47921345,37.26666667,"Latin America"
"1389","Jamaica","JAM",1995,6538840170,2537440,71.99,9,0.0001778,44.22752804,38.83333333,"Latin America"
"1390","Jamaica","JAM",1996,7.37e+09,2561993,72.011,9,0.000184,43.06404495,40.4,"Latin America"
"1391","Jamaica","JAM",1997,8375077443,2586827,72.052,9,0.0001936,43.12528088,41.63333333,"Latin America"
"1392","Jamaica","JAM",1998,8763219645,2611367,72.116,9,0.000191,44.00505624,42.86666667,"Latin America"
"1393","Jamaica","JAM",1999,8851581633,2634882,72.205,9,0.0001927,44.39438217,44.1,"Latin America"
"1394","Jamaica","JAM",2000,8985352832,2656864,72.327,9,0.0002025,45.99555556,45.5,"Latin America"
"1395","Jamaica","JAM",2001,9178016493,2677011,72.487,9,0.0002076,45.67388884,46.9,"Latin America"
"1396","Jamaica","JAM",2002,9694169757,2695446,72.683,9,0.0002005,46.74999996,48.3,"Latin America"
"1397","Jamaica","JAM",2012,14798716216,2840992,75.334,9,0.0001719,57.51111114,34.3,"Latin America"
"1398","Japan","JPN",1960,44307342950,92500572,67.66609756,10,0.0363349,27.10127388,NA,"Asia"
"1399","Japan","JPN",1961,53508617739,94943000,68.31,10,0.0393312,27.36878982,NA,"Asia"
"1400","Japan","JPN",1962,60723018684,95832000,68.59487805,10,0.0383743,27.63630575,NA,"Asia"
"1401","Japan","JPN",1963,69498131797,96812000,69.65804878,10,0.0396311,27.49426747,NA,"Asia"
"1402","Japan","JPN",1964,81749006382,97826000,70.13243902,10,0.0415539,28.2535033,NA,"Asia"
"1403","Japan","JPN",1965,90950278258,98883000,70.20195122,10,0.0411275,28.644586,NA,"Asia"
"1404","Japan","JPN",1966,1.06e+11,99790000,70.98658537,10,0.0431978,29.36369427,NA,"Asia"
"1405","Japan","JPN",1967,1.24e+11,100725000,71.27658537,10,0.0481203,29.88407646,NA,"Asia"
"1406","Japan","JPN",1968,1.47e+11,101061000,71.61121951,10,0.0488043,30.84331204,NA,"Asia"
"1407","Japan","JPN",1969,1.72e+11,103172000,71.83878049,10,0.0518235,31.33184711,NA,"Asia"
"1408","Japan","JPN",1970,2.13e+11,104345000,71.9502439,10,0.0540333,32.58535025,NA,"Asia"
"1409","Japan","JPN",1971,2.4e+11,105697000,72.88292683,10,0.0536874,33.05987248,NA,"Asia"
"1410","Japan","JPN",1972,3.18e+11,107188000,73.50658537,10,0.0541285,33.233121,NA,"Asia"
"1411","Japan","JPN",1973,4.32e+11,108079000,73.75756098,10,0.0587464,32.98789811,NA,"Asia"
"1412","Japan","JPN",1974,4.8e+11,110162000,74.39390244,10,0.0575204,33.41783436,NA,"Asia"
"1413","Japan","JPN",1975,5.22e+11,111940000,75.05731707,10,0.0557015,34.43949054,NA,"Asia"
"1414","Japan","JPN",1976,5.86e+11,112771000,75.45682927,10,0.0553387,35.68917187,NA,"Asia"
"1415","Japan","JPN",1977,7.21e+11,113863000,75.89829268,10,0.0540405,35.49872618,NA,"Asia"
"1416","Japan","JPN",1978,1.01e+12,114898000,76.03829268,10,0.0523832,37.6738853,NA,"Asia"
"1417","Japan","JPN",1979,1.06e+12,115870000,76.33756098,10,0.0538683,39.23057324,NA,"Asia"
"1418","Japan","JPN",1980,1.11e+12,116782000,76.09170732,10,0.0536086,39.87388535,NA,"Asia"
"1419","Japan","JPN",1981,1.22e+12,117648000,76.41439024,10,0.0514903,39.48216583,NA,"Asia"
"1420","Japan","JPN",1982,1.13e+12,118449000,76.92292683,10,0.0524131,40.28280257,NA,"Asia"
"1421","Japan","JPN",1983,1.24e+12,119259000,76.96146341,10,0.0506413,40.20573259,NA,"Asia"
"1422","Japan","JPN",1984,1.32e+12,120018000,77.36536585,10,0.0511058,40.910828,NA,"Asia"
"1423","Japan","JPN",1985,1.4e+12,120754000,77.6504878,10,0.0506028,40.96687898,NA,"Asia"
"1424","Japan","JPN",1986,2.08e+12,121492000,78.06463415,10,0.0497457,41.07898078,NA,"Asia"
"1425","Japan","JPN",1987,2.53e+12,122091000,78.48365854,10,0.0491406,41.47579619,NA,"Asia"
"1426","Japan","JPN",1988,3.07e+12,122613000,78.39926829,10,0.0497705,41.5089171,NA,"Asia"
"1427","Japan","JPN",1989,3.05e+12,123116000,78.81804878,10,0.0516204,41.44076427,NA,"Asia"
"1428","Japan","JPN",1990,3.13e+12,123537000,78.83682927,10,0.0507399,42.28407654,NA,"Asia"
"1429","Japan","JPN",1991,3.58e+12,123921000,79.10073171,10,0.054339,42.82038227,NA,"Asia"
"1430","Japan","JPN",1992,3.91e+12,124229000,79.15390244,10,0.0541936,43.82727273,NA,"Asia"
"1431","Japan","JPN",1993,4.45e+12,124536000,79.29365854,10,0.0547533,43.95280904,NA,"Asia"
"1432","Japan","JPN",1994,4.91e+12,124961000,79.68707317,10,0.0543495,43.47921345,NA,"Asia"
"1433","Japan","JPN",1995,5.45e+12,125439000,79.53634146,10,0.0543461,44.22752804,NA,"Asia"
"1434","Japan","JPN",1996,4.83e+12,125757000,80.2002439,10,0.0521298,43.06404495,NA,"Asia"
"1435","Japan","JPN",1997,4.41e+12,126057000,80.42414634,10,0.0511088,43.12528088,NA,"Asia"
"1436","Japan","JPN",1998,4.03e+12,126400000,80.50146341,10,0.048576,44.00505624,NA,"Asia"
"1437","Japan","JPN",1999,4.56e+12,126631000,80.57073171,10,0.048296,44.39438217,NA,"Asia"
"1438","Japan","JPN",2000,4.89e+12,126843000,81.07609756,10,0.0498948,45.99555556,NA,"Asia"
"1439","Japan","JPN",2001,4.3e+12,127149000,81.41707317,10,0.0470631,45.67388884,NA,"Asia"
"1440","Japan","JPN",2002,4.12e+12,127445000,81.56341463,10,0.0486104,46.74999996,NA,"Asia"
"1441","Japan","JPN",2012,6.2e+12,127629000,83.09609756,10,0.035588,57.51111114,NA,"Asia"
"1442","Jordan","JOR",1960,NA,932257,52.651,-9,0.0003036,27.10127388,4.466666667,"Middle East"
"1443","Jordan","JOR",1961,NA,973083,53.438,-9,0.000555,27.36878982,5.683333333,"Middle East"
"1444","Jordan","JOR",1962,NA,1009733,54.22,-9,0.0005429,27.63630575,6.9,"Middle East"
"1445","Jordan","JOR",1963,NA,1049302,54.995,-9,0.0006151,27.49426747,8.116666667,"Middle East"
"1446","Jordan","JOR",1964,NA,1101459,55.765,-9,0.0006118,28.2535033,9.333333333,"Middle East"
"1447","Jordan","JOR",1965,599831979.8,1172550,56.526,-9,0.000716,28.644586,10.55,"Middle East"
"1448","Jordan","JOR",1966,658078969.5,1265806,57.279,-9,0.0006566,29.36369427,11.76666667,"Middle East"
"1449","Jordan","JOR",1967,631755810.7,1377465,58.022,-9,0.0007356,29.88407646,12.98333333,"Middle East"
"1450","Jordan","JOR",1968,561187342.5,1498309,58.752,-9,0.0007347,30.84331204,14.2,"Middle East"
"1451","Jordan","JOR",1969,698963875.7,1615277,59.468,-9,0.000774,31.33184711,15.41666667,"Middle East"
"1452","Jordan","JOR",1970,639596751.6,1718913,60.171,-9,0.0008287,32.58535025,16.63333333,"Middle East"
"1453","Jordan","JOR",1971,678241389,1806605,60.864,-9,0.0008243,33.05987248,17.85,"Middle East"
"1454","Jordan","JOR",1972,788574629,1881214,61.545,-9,0.0008607,33.233121,19.06666667,"Middle East"
"1455","Jordan","JOR",1973,943700547.8,1945626,62.215,-9,0.0008708,32.98789811,20.28333333,"Middle East"
"1456","Jordan","JOR",1974,1197454207,2004833,62.869,-10,0.0008518,33.41783436,21.5,"Middle East"
"1457","Jordan","JOR",1975,1363039400,2062918,63.502,-10,0.00079,34.43949054,22.71666667,"Middle East"
"1458","Jordan","JOR",1976,1708734940,2120069,64.108,-10,0.0008823,35.68917187,23.93333333,"Middle East"
"1459","Jordan","JOR",1977,2096568479,2176135,64.683,-10,0.0008905,35.49872618,25.15,"Middle East"
"1460","Jordan","JOR",1978,2602748691,2234594,65.224,-10,0.0008791,37.6738853,26.36666667,"Middle East"
"1461","Jordan","JOR",1979,3271728272,2299655,65.731,-10,0.0008679,39.23057324,27.58333333,"Middle East"
"1462","Jordan","JOR",1980,3910036925,2374422,66.207,-10,0.0008681,39.87388535,28.8,"Middle East"
"1463","Jordan","JOR",1981,4384685230,2461193,66.656,-10,0.0008806,39.48216583,30.01666667,"Middle East"
"1464","Jordan","JOR",1982,4680567376,2559718,67.086,-10,0.0008944,40.28280257,31.23333333,"Middle East"
"1465","Jordan","JOR",1983,4920407601,2667470,67.5,-10,0.0009208,40.20573259,32.45,"Middle East"
"1466","Jordan","JOR",1984,4966710013,2780428,67.899,-9,0.0009426,40.910828,33.66666667,"Middle East"
"1467","Jordan","JOR",1985,4993829194,2895985,68.283,-9,0.000953,40.96687898,34.88333333,"Middle East"
"1468","Jordan","JOR",1986,6401380000,3011300,68.649,-9,0.0010169,41.07898078,36.1,"Middle East"
"1469","Jordan","JOR",1987,6755599114,3127917,68.992,-9,0.0011001,41.47579619,37.31666667,"Middle East"
"1470","Jordan","JOR",1988,6277197435,3252672,69.311,-9,0.0014537,41.5089171,38.53333333,"Middle East"
"1471","Jordan","JOR",1989,4220945005,3395023,69.604,-4,0.001583,41.44076427,39.75,"Middle East"
"1472","Jordan","JOR",1990,4160003917,3560582,69.872,-4,0.0010992,42.28407654,40.96666667,"Middle East"
"1473","Jordan","JOR",1991,4344250257,3753433,70.113,-4,0.0011429,42.82038227,42.18333333,"Middle East"
"1474","Jordan","JOR",1992,5311329067,3968198,70.331,-2,0.0012385,43.82727273,43.4,"Middle East"
"1475","Jordan","JOR",1993,5605841536,4189431,70.529,-2,0.0012548,43.95280904,42,"Middle East"
"1476","Jordan","JOR",1994,6237739516,4395953,70.712,-2,0.0012756,43.47921345,40.6,"Middle East"
"1477","Jordan","JOR",1995,6727446632,4572904,70.885,-2,0.0012954,44.22752804,39.2,"Middle East"
"1478","Jordan","JOR",1996,6928359238,4716373,71.053,-2,0.0013205,43.06404495,37.8,"Middle East"
"1479","Jordan","JOR",1997,7246188575,4832267,71.219,-2,0.0013619,43.12528088,36.4,"Middle East"
"1480","Jordan","JOR",1998,7912327362,4927912,71.386,-2,0.0014792,44.00505624,36.52,"Middle East"
"1481","Jordan","JOR",1999,8149106065,5014899,71.556,-2,0.0015411,44.39438217,36.64,"Middle East"
"1482","Jordan","JOR",2000,8460424401,5103130,71.73,-2,0.0014023,45.99555556,36.76,"Middle East"
"1483","Jordan","JOR",2001,8975689845,5193482,71.907,-2,0.0013577,45.67388884,36.88,"Middle East"
"1484","Jordan","JOR",2002,9582453032,5287488,72.083,-2,0.0013409,46.74999996,37,"Middle East"
"1485","Jordan","JOR",2012,30937277606,7992573,73.729,-3,0.0013935,57.51111114,34.8,"Middle East"
"1486","Kenya","KEN",1963,926589348.6,8908422,48.251,2,0.0006509,27.49426747,266.3,"Africa"
"1487","Kenya","KEN",1964,998759333.6,9200157,48.841,2,0.0007683,28.2535033,259.1,"Africa"
"1488","Kenya","KEN",1965,997919320,9504703,49.409,2,0.0007977,28.644586,251.9,"Africa"
"1489","Kenya","KEN",1966,1164519673,9822499,49.962,0,0.0007943,29.36369427,244.7,"Africa"
"1490","Kenya","KEN",1967,1232559506,10154484,50.514,0,0.0007982,29.88407646,237.5,"Africa"
"1491","Kenya","KEN",1968,1353295458,10502245,51.074,0,0.0008252,30.84331204,230.3,"Africa"
"1492","Kenya","KEN",1969,1458379415,10867716,51.644,-7,0.0008343,31.33184711,223.1,"Africa"
"1493","Kenya","KEN",1970,1603447357,11252492,52.222,-7,0.0009464,32.58535025,215.9,"Africa"
"1494","Kenya","KEN",1971,1778391289,11657514,52.803,-7,0.0009706,33.05987248,208.7,"Africa"
"1495","Kenya","KEN",1972,2107279157,12083188,53.379,-7,0.0009747,33.233121,201.5,"Africa"
"1496","Kenya","KEN",1973,2502142444,12529852,53.945,-7,0.0010018,32.98789811,194.3,"Africa"
"1497","Kenya","KEN",1974,2973309272,12997595,54.497,-7,0.0010182,33.41783436,187.1,"Africa"
"1498","Kenya","KEN",1975,3259344936,13486629,55.042,-7,0.0010285,34.43949054,179.9,"Africa"
"1499","Kenya","KEN",1976,3474542392,13996704,55.592,-7,0.0010245,35.68917187,172.7,"Africa"
"1500","Kenya","KEN",1977,4494378855,14528293,56.148,-7,0.0010799,35.49872618,165.5,"Africa"
"1501","Kenya","KEN",1978,5303734883,15082994,56.705,-7,0.0011205,37.6738853,158.3,"Africa"
"1502","Kenya","KEN",1979,6234390975,15662852,57.247,-6,0.0011789,39.23057324,151.1,"Africa"
"1503","Kenya","KEN",1980,7265315332,16268990,57.757,-6,0.001224,39.87388535,143.9,"Africa"
"1504","Kenya","KEN",1981,6854491454,16901677,58.211,-6,0.0012286,39.48216583,136.7,"Africa"
"1505","Kenya","KEN",1982,6431579357,17559430,58.588,-7,0.0012465,40.28280257,129.5,"Africa"
"1506","Kenya","KEN",1983,5979198464,18239404,58.869,-7,0.0012365,40.20573259,122.3,"Africa"
"1507","Kenya","KEN",1984,6191437070,18937738,59.039,-7,0.0012784,40.910828,115.1,"Africa"
"1508","Kenya","KEN",1985,6135034338,19651225,59.082,-7,0.0013032,40.96687898,107.9,"Africa"
"1509","Kenya","KEN",1986,7239126717,20378626,58.994,-7,0.0012869,41.07898078,100.7,"Africa"
"1510","Kenya","KEN",1987,7970820531,21119318,58.783,-7,0.0013649,41.47579619,93.5,"Africa"
"1511","Kenya","KEN",1988,8355380879,21871442,58.465,-7,0.0013888,41.5089171,86.3,"Africa"
"1512","Kenya","KEN",1989,8283114648,22633022,58.05,-7,0.0014336,41.44076427,79.1,"Africa"
"1513","Kenya","KEN",1990,8572359163,23402507,57.536,-7,0.0012862,42.28407654,71.9,"Africa"
"1514","Kenya","KEN",1991,8151479004,24179598,56.918,-5,0.0013815,42.82038227,64.7,"Africa"
"1515","Kenya","KEN",1992,8209129172,24963953,56.212,-5,0.0014026,43.82727273,57.5,"Africa"
"1516","Kenya","KEN",1993,5751789915,25754114,55.449,-5,0.0014585,43.95280904,50.3,"Africa"
"1517","Kenya","KEN",1994,7148145376,26548486,54.669,-5,0.0014697,43.47921345,43.1,"Africa"
"1518","Kenya","KEN",1995,9046326060,27346456,53.911,-5,0.0014927,44.22752804,43.73333333,"Africa"
"1519","Kenya","KEN",1996,12045858436,28147734,53.205,-5,0.0015348,43.06404495,44.36666667,"Africa"
"1520","Kenya","KEN",1997,13115773738,28954114,52.589,-2,0.0015721,43.12528088,45,"Africa"
"1521","Kenya","KEN",1998,14093998844,29769803,52.106,-2,0.0014787,44.00505624,45.1875,"Africa"
"1522","Kenya","KEN",1999,12896013577,30600397,51.805,-2,0.001477,44.39438217,45.375,"Africa"
"1523","Kenya","KEN",2000,12705357103,31450483,51.751,-2,0.0014564,45.99555556,45.5625,"Africa"
"1524","Kenya","KEN",2001,12986007426,32321482,52.004,-2,0.0015084,45.67388884,45.75,"Africa"
"1525","Kenya","KEN",2002,13147743911,33214009,52.565,8,0.0015505,46.74999996,45.9375,"Africa"
"1526","Kenya","KEN",2012,50412754861,43646629,64.907,8,0.0017948,57.51111114,42.51,"Africa"
"1527","Korea, Dem. People<U+2019>s Rep.","PRK",1960,NA,11424176,51.297,-8,0.0051981,27.10127388,NA,"Other"
"1528","Korea, Dem. People<U+2019>s Rep.","PRK",1961,NA,11665595,51.674,-8,0.0053248,27.36878982,NA,"Other"
"1529","Korea, Dem. People<U+2019>s Rep.","PRK",1962,NA,11871712,52.076,-8,0.0052482,27.63630575,NA,"Other"
"1530","Korea, Dem. People<U+2019>s Rep.","PRK",1963,NA,12065468,52.61,-8,0.0048552,27.49426747,NA,"Other"
"1531","Korea, Dem. People<U+2019>s Rep.","PRK",1964,NA,12282419,53.335,-8,0.004877,28.2535033,NA,"Other"
"1532","Korea, Dem. People<U+2019>s Rep.","PRK",1965,NA,12547525,54.264,-8,0.0052645,28.644586,NA,"Other"
"1533","Korea, Dem. People<U+2019>s Rep.","PRK",1966,NA,12864954,55.356,-9,0.0050234,29.36369427,NA,"Other"
"1534","Korea, Dem. People<U+2019>s Rep.","PRK",1967,NA,13222694,56.506,-9,0.0050789,29.88407646,NA,"Other"
"1535","Korea, Dem. People<U+2019>s Rep.","PRK",1968,NA,13609982,57.625,-9,0.0053507,30.84331204,NA,"Other"
"1536","Korea, Dem. People<U+2019>s Rep.","PRK",1969,NA,14010339,58.681,-9,0.0053276,31.33184711,NA,"Other"
"1537","Korea, Dem. People<U+2019>s Rep.","PRK",1970,NA,14410400,59.656,-9,0.0055678,32.58535025,NA,"Other"
"1538","Korea, Dem. People<U+2019>s Rep.","PRK",1971,NA,14809521,60.549,-9,0.0060176,33.05987248,NA,"Other"
"1539","Korea, Dem. People<U+2019>s Rep.","PRK",1972,NA,15207771,61.379,-9,0.0056831,33.233121,NA,"Other"
"1540","Korea, Dem. People<U+2019>s Rep.","PRK",1973,NA,15593351,62.161,-9,0.0057453,32.98789811,NA,"Other"
"1541","Korea, Dem. People<U+2019>s Rep.","PRK",1974,NA,15952078,62.896,-9,0.0056933,33.41783436,NA,"Other"
"1542","Korea, Dem. People<U+2019>s Rep.","PRK",1975,NA,16274740,63.579,-9,0.0064874,34.43949054,NA,"Other"
"1543","Korea, Dem. People<U+2019>s Rep.","PRK",1976,NA,16554746,64.206,-9,0.0067056,35.68917187,NA,"Other"
"1544","Korea, Dem. People<U+2019>s Rep.","PRK",1977,NA,16796578,64.776,-9,0.0069031,35.49872618,NA,"Other"
"1545","Korea, Dem. People<U+2019>s Rep.","PRK",1978,NA,17015983,65.294,-9,0.0075166,37.6738853,NA,"Other"
"1546","Korea, Dem. People<U+2019>s Rep.","PRK",1979,NA,17235666,65.762,-9,0.0078503,39.23057324,NA,"Other"
"1547","Korea, Dem. People<U+2019>s Rep.","PRK",1980,NA,17472140,66.186,-9,0.0079965,39.87388535,NA,"Other"
"1548","Korea, Dem. People<U+2019>s Rep.","PRK",1981,NA,17731230,66.571,-9,0.0083327,39.48216583,NA,"Other"
"1549","Korea, Dem. People<U+2019>s Rep.","PRK",1982,NA,18008564,66.924,-9,0.0086549,40.28280257,NA,"Other"
"1550","Korea, Dem. People<U+2019>s Rep.","PRK",1983,NA,18298214,67.255,-9,0.0087885,40.20573259,NA,"Other"
"1551","Korea, Dem. People<U+2019>s Rep.","PRK",1984,NA,18590138,67.569,-9,0.0093353,40.910828,NA,"Other"
"1552","Korea, Dem. People<U+2019>s Rep.","PRK",1985,NA,18877238,67.9,-9,0.0092005,40.96687898,NA,"Other"
"1553","Korea, Dem. People<U+2019>s Rep.","PRK",1986,NA,19156795,68.284,-9,0.0095736,41.07898078,NA,"Other"
"1554","Korea, Dem. People<U+2019>s Rep.","PRK",1987,NA,19431986,68.719,-9,0.0098441,41.47579619,NA,"Other"
"1555","Korea, Dem. People<U+2019>s Rep.","PRK",1988,NA,19708323,69.177,-9,0.0098708,41.5089171,NA,"Other"
"1556","Korea, Dem. People<U+2019>s Rep.","PRK",1989,NA,19993755,69.611,-9,0.0112662,41.44076427,NA,"Other"
"1557","Korea, Dem. People<U+2019>s Rep.","PRK",1990,NA,20293054,69.896,-9,0.0124795,42.28407654,NA,"Other"
"1558","Korea, Dem. People<U+2019>s Rep.","PRK",1991,NA,20609150,69.879,-9,0.0134384,42.82038227,NA,"Other"
"1559","Korea, Dem. People<U+2019>s Rep.","PRK",1992,NA,20937404,69.492,-9,0.0139724,43.82727273,NA,"Other"
"1560","Korea, Dem. People<U+2019>s Rep.","PRK",1993,NA,21265834,68.742,-9,0.0134994,43.95280904,NA,"Other"
"1561","Korea, Dem. People<U+2019>s Rep.","PRK",1994,NA,21577982,67.698,-10,0.0120823,43.47921345,NA,"Other"
"1562","Korea, Dem. People<U+2019>s Rep.","PRK",1995,NA,21862299,66.537,-10,0.0117834,44.22752804,NA,"Other"
"1563","Korea, Dem. People<U+2019>s Rep.","PRK",1996,NA,22113548,65.495,-10,0.0119597,43.06404495,NA,"Other"
"1564","Korea, Dem. People<U+2019>s Rep.","PRK",1997,NA,22335638,64.772,-10,0.0112881,43.12528088,NA,"Other"
"1565","Korea, Dem. People<U+2019>s Rep.","PRK",1998,NA,22537336,64.493,-10,0.0099503,44.00505624,NA,"Other"
"1566","Korea, Dem. People<U+2019>s Rep.","PRK",1999,NA,22731985,64.684,-10,0.0099196,44.39438217,NA,"Other"
"1567","Korea, Dem. People<U+2019>s Rep.","PRK",2000,NA,22929075,65.268,-10,0.0103019,45.99555556,NA,"Other"
"1568","Korea, Dem. People<U+2019>s Rep.","PRK",2001,NA,23131810,66.087,-10,0.0109798,45.67388884,NA,"Other"
"1569","Korea, Dem. People<U+2019>s Rep.","PRK",2002,NA,23336681,66.925,-10,0.012353,46.74999996,NA,"Other"
"1570","Korea, Dem. People<U+2019>s Rep.","PRK",2012,NA,24854034,70.448,-10,0.0132601,57.51111114,NA,"Other"
"1571","Lao PDR","LAO",1960,NA,2120896,43.204,-1,0.0004502,27.10127388,30.46,"Other"
"1572","Lao PDR","LAO",1961,NA,2170343,43.511,0,0.0006648,27.36878982,30.58,"Other"
"1573","Lao PDR","LAO",1962,NA,2221122,43.817,0,0.0007085,27.63630575,30.7,"Other"
"1574","Lao PDR","LAO",1963,NA,2273349,44.121,0,0.0008777,27.49426747,30.82,"Other"
"1575","Lao PDR","LAO",1964,NA,2327137,44.424,0,0.0008933,28.2535033,30.94,"Other"
"1576","Lao PDR","LAO",1965,NA,2382594,44.728,0,0.0008921,28.644586,31.06,"Other"
"1577","Lao PDR","LAO",1966,NA,2439196,45.033,0,0.0008869,29.36369427,31.18,"Other"
"1578","Lao PDR","LAO",1967,NA,2496920,45.34,0,0.0006434,29.88407646,31.3,"Other"
"1579","Lao PDR","LAO",1968,NA,2556852,45.65,0,0.0006299,30.84331204,31.42,"Other"
"1580","Lao PDR","LAO",1969,NA,2620434,45.962,0,0.0006011,31.33184711,31.54,"Other"
"1581","Lao PDR","LAO",1970,NA,2688428,46.273,0,0.0006503,32.58535025,31.66,"Other"
"1582","Lao PDR","LAO",1971,NA,2762265,46.578,0,0.000702,33.05987248,31.78,"Other"
"1583","Lao PDR","LAO",1972,NA,2840841,46.876,0,0.0007412,33.233121,31.9,"Other"
"1584","Lao PDR","LAO",1973,NA,2919287,47.166,-2,0.0006795,32.98789811,32.02,"Other"
"1585","Lao PDR","LAO",1974,NA,2990965,47.449,-5,0.0005932,33.41783436,32.14,"Other"
"1586","Lao PDR","LAO",1975,NA,3051577,47.722,-7,0.0004933,34.43949054,32.26,"Other"
"1587","Lao PDR","LAO",1976,NA,3098973,47.985,-7,0.0004983,35.68917187,32.38,"Other"
"1588","Lao PDR","LAO",1977,NA,3135842,48.244,-7,0.0004984,35.49872618,32.5,"Other"
"1589","Lao PDR","LAO",1978,NA,3168843,48.503,-7,5e-04,37.6738853,32.62,"Other"
"1590","Lao PDR","LAO",1979,NA,3207328,48.771,-7,0.0004885,39.23057324,32.74,"Other"
"1591","Lao PDR","LAO",1980,NA,3258144,49.06,-7,0.000539,39.87388535,32.86,"Other"
"1592","Lao PDR","LAO",1981,NA,3323377,49.38,-7,0.0004779,39.48216583,32.98,"Other"
"1593","Lao PDR","LAO",1982,NA,3401242,49.74,-7,0.0005686,40.28280257,33.1,"Other"
"1594","Lao PDR","LAO",1983,NA,3489977,50.14,-7,0.0005937,40.20573259,33.22,"Other"
"1595","Lao PDR","LAO",1984,1757142806,3586381,50.58,-7,0.0005264,40.910828,33.34,"Other"
"1596","Lao PDR","LAO",1985,2366666616,3687898,51.055,-7,0.0005278,40.96687898,33.46,"Other"
"1597","Lao PDR","LAO",1986,1776842041,3794043,51.553,-7,0.0006296,41.07898078,33.58,"Other"
"1598","Lao PDR","LAO",1987,1087273104,3905163,52.064,-7,0.0006336,41.47579619,33.7,"Other"
"1599","Lao PDR","LAO",1988,598961269.3,4020295,52.576,-7,0.0006303,41.5089171,33.82,"Other"
"1600","Lao PDR","LAO",1989,714046821.1,4138408,53.085,-7,0.0005331,41.44076427,33.94,"Other"
"1601","Lao PDR","LAO",1990,865559856.2,4258472,53.589,-7,0.00063,42.28407654,34.06,"Other"
"1602","Lao PDR","LAO",1991,1028087972,4380073,54.09,-7,0.0006589,42.82038227,34.18,"Other"
"1603","Lao PDR","LAO",1992,1127806945,4502363,54.594,-7,0.0004822,43.82727273,34.3,"Other"
"1604","Lao PDR","LAO",1993,1327748655,4623280,55.106,-7,0.0004945,43.95280904,34.42,"Other"
"1605","Lao PDR","LAO",1994,1543606345,4740380,55.628,-7,0.00055,43.47921345,34.54,"Other"
"1606","Lao PDR","LAO",1995,1763536305,4851923,56.158,-7,0.000591,44.22752804,34.66,"Other"
"1607","Lao PDR","LAO",1996,1873671550,4957180,56.698,-7,0.0006033,43.06404495,34.78,"Other"
"1608","Lao PDR","LAO",1997,1747011857,5056519,57.246,-7,0.0006088,43.12528088,34.9,"Other"
"1609","Lao PDR","LAO",1998,1280177839,5150763,57.801,-7,0.0006111,44.00505624,34.44,"Other"
"1610","Lao PDR","LAO",1999,1454430642,5241284,58.359,-7,0.0006098,44.39438217,33.98,"Other"
"1611","Lao PDR","LAO",2000,1731198022,5329304,58.923,-7,0.0004491,45.99555556,33.52,"Other"
"1612","Lao PDR","LAO",2001,1768619058,5414568,59.494,-7,0.0004608,45.67388884,33.06,"Other"
"1613","Lao PDR","LAO",2002,1758176653,5497273,60.07,-7,0.0004625,46.74999996,32.6,"Other"
"1614","Lao PDR","LAO",2012,10191350120,6415169,65.208,-7,0.0004857,57.51111114,36.4,"Other"
"1615","Liberia","LBR",1960,NA,1120313,34.671,-6,6.61e-05,27.10127388,58.65714286,"Africa"
"1616","Liberia","LBR",1961,NA,1144986,34.941,-6,6.25e-05,27.36878982,58.18571429,"Africa"
"1617","Liberia","LBR",1962,NA,1170480,35.257,-6,7.19e-05,27.63630575,57.71428571,"Africa"
